1000
841|-56
975|-932
932|556
-289|-541
-892|-391
692|-532
-960|358
729|-427
424|991
660|-104
-1|760
-391|-733
226|412
775|261
54|-890
-92|-581
71|-26
-11|512
-737|673
4|882
-286|-4
-1|-857
-461|-828
-805|818
302|-217
844|-977
908|-14
-281|397
-243|190
297|-992
136|-374
52|476
442|976
-593|699
261|-753
-7|-979
-22|-601
-970|-830
-838|-472
649|-637
255|524
893|-914
-260|855
874|926
-294|-236
-392|-6
144|-576
-915|775
250|690
339|526
978|-866
936|-834
-870|872
678|-790
927|-889
901|-462
740|66
-503|740
-757|-397
549|345
98|520
192|15
447|739
634|-14
-693|397
-66|-20
492|-656
779|-878
65|-661
75|-173
667|-850
86|-913
-69|552
698|381
32|-981
107|-579
-649|13
-279|-45
997|553
-867|323
896|606
-751|-170
815|201
633|49
664|190
-3|118
346|-77
-843|-600
-795|-231
-884|-589
292|-967
-994|320
-898|-723
-122|104
11|-297
-90|-724
-283|224
546|-127
708|440
-950|847
-857|-829
282|281
-219|-175
-932|-517
-311|-191
581|-358
510|952
707|936
565|-434
-744|758
-445|-590
665|-764
361|-744
-929|382
-556|-803
430|527
530|-565
-13|520
572|831
492|-364
-609|-398
276|-317
343|-297
-418|645
-392|-694
589|550
-809|-251
-171|-710
-328|-855
283|-156
-465|-468
994|412
488|-622
-676|268
-394|-709
-29|865
708|476
278|-798
-561|462
579|-997
-798|790
-250|753
759|782
826|221
-579|-260
-199|-556
-188|-162
-820|-277
461|97
-907|-927
-301|147
-507|392
-872|324
343|-200
-575|713
628|238
210|-547
-982|234
-145|-623
-799|-743
159|853
437|204
-449|640
804|-378
-575|491
167|-472
369|-338
-633|153
99|-887
-487|239
-189|-707
412|-810
193|63
841|-612
213|837
-102|866
-59|-550
-159|-53
978|-872
866|-392
-997|-462
682|203
937|-350
-849|697
821|607
-489|-571
599|575
-47|-64
638|49
-504|-384
468|663
993|-67
-289|348
417|67
599|-503
-965|927
348|952
-625|-895
-714|258
340|-426
-354|321
259|179
22|-656
681|227
525|769
205|568
862|888
933|885
-119|-417
713|-556
-781|170
91|718
772|255
-175|-658
773|-708
967|-955
415|413
153|681
756|162
128|482
-549|627
-780|823
853|931
588|-357
-868|926
926|-973
814|543
349|458
251|326
534|852
-924|-299
104|-860
-955|651
881|-621
115|720
-297|-447
-617|-989
526|-214
-805|-595
817|-521
-722|167
-718|-154
-273|836
103|914
-64|877
-547|289
-275|265
79|-199
-588|-207
-920|-158
477|965
-883|210
862|571
909|254
138|736
-122|632
-361|156
-738|-801
467|748
320|-674
-307|554
915|247
399|459
-780|-499
295|-315
-301|-868
-611|-820
-107|66
233|733
20|245
-819|265
774|660
-871|-657
325|-239
813|-74
-513|-265
316|879
-243|519
93|394
254|106
717|-698
-977|-639
-81|-956
117|951
-823|-369
-243|783
-675|-850
-79|892
-16|274
178|-289
-551|114
-173|366
685|-618
43|79
591|109
-607|676
-235|174
68|-764
600|485
-90|-290
684|677
154|823
162|385
-344|-315
-439|268
805|-555
1|508
9|412
-337|-287
605|819
-524|144
632|-524
24|-314
666|-773
227|117
-723|615
346|115
790|362
-470|-788
401|-224
964|-965
213|-798
-542|666
-346|-74
662|301
-597|-380
235|-312
-238|-324
670|-958
-663|-949
310|60
401|668
-466|-721
943|-43
574|-911
107|310
126|-464
-334|673
127|818
457|248
-613|593
185|-586
206|865
-404|26
-969|-83
-937|-884
593|-583
-94|463
83|-938
481|629
107|481
945|-669
-196|-708
975|-275
-28|111
988|-494
-441|-938
-976|-298
248|76
-32|748
-175|-41
616|354
440|301
485|726
-233|197
549|-137
-542|389
-700|446
899|-259
-31|807
-628|-569
-78|561
794|-667
542|963
529|-481
-921|-913
-87|439
997|87
-951|840
-229|-124
-325|825
999|-467
662|-311
-707|541
211|264
-833|238
-4|-601
602|-238
-686|848
-899|241
-78|-654
-300|191
-720|268
924|155
-599|-829
331|793
-332|-422
-111|823
-423|-96
-975|136
-141|196
520|-973
-808|-112
584|850
978|747
385|-853
-425|-300
-421|-912
676|363
582|-527
-144|601
-204|-953
228|80
-205|-123
332|-810
-355|-744
608|850
113|985
-233|877
154|-378
-378|-990
90|308
-905|228
-309|-737
-911|-463
-406|-323
-665|-771
-933|748
-729|-312
183|-956
-806|592
261|-346
757|812
-178|333
-535|-905
-570|-87
-844|-248
74|61
-49|-989
-350|575
-971|826
-255|-179
324|-814
-255|387
241|-200
-913|457
-950|512
566|-901
328|-997
-937|476
641|-624
124|542
441|-653
400|424
39|-320
-414|969
77|-399
-315|894
-89|584
-872|373
517|-371
947|-900
-605|-39
-548|-275
-770|825
-902|911
-874|-91
697|647
609|978
486|855
-894|-172
-998|-569
311|-26
-104|480
696|433
-562|386
-472|192
-32|-744
74|583
-149|-366
290|-164
100|-370
-234|355
-234|28
594|-884
604|-95
-641|-425
-932|-844
106|854
-634|-217
-262|-429
13|-780
-354|-717
929|940
857|942
-603|-772
-148|-321
-54|-516
808|-939
-191|45
343|671
-693|-317
107|-815
-454|-437
148|-328
-819|-987
525|748
-849|792
471|-463
-694|-90
-889|-399
-973|-714
-643|906
-826|-446
268|979
996|-202
675|-548
227|-111
-160|-368
865|138
836|183
334|825
717|-383
-513|37
796|-463
-275|-273
573|628
330|-740
-450|286
888|-501
-520|-720
106|-94
-906|14
-308|33
342|817
-232|-668
155|-874
-585|-98
788|-457
365|789
-458|71
-522|-3
511|-75
-430|934
-174|-41
670|-32
-599|483
882|622
-241|-479
-310|614
301|-935
-536|-653
-669|-757
-118|981
203|609
659|29
-924|461
-300|-324
-120|-94
263|-188
394|599
331|758
333|-158
-398|652
-874|-882
369|-285
-660|11
-225|621
-739|-40
941|-462
-734|7
752|745
-699|-872
257|-333
565|-618
315|-932
-669|-135
-369|69
-754|612
-116|749
205|-989
-150|678
684|-212
-683|-657
-25|896
230|-941
823|542
-595|310
-769|559
-424|312
-672|-969
-87|-572
432|458
-180|-851
229|-385
935|506
-930|177
335|-317
796|-900
-739|-596
101|385
-663|-333
800|-171
-84|-212
464|904
234|95
9|-795
856|-386
-328|546
711|339
-20|898
-628|72
-901|-219
955|586
-747|-585
618|-171
-576|225
-580|587
-327|-874
947|56
-75|69
563|-90
425|940
-886|-204
571|913
-558|734
730|733
-609|524
-884|-207
-409|101
-157|641
771|186
-81|-804
27|-722
978|904
-299|-880
-754|549
736|-713
-297|611
-144|273
-496|799
435|515
342|-122
-977|-157
-812|751
76|959
807|829
-34|654
-807|-304
511|-757
-355|-650
-161|121
-515|413
605|91
574|-691
715|-501
-244|285
-326|-445
-319|473
-547|-377
-883|-963
-771|-379
-306|-713
-786|571
-180|150
-264|-434
-846|993
-960|815
117|734
-769|947
-244|-74
-693|-757
417|-912
-467|199
-913|-920
766|-91
-838|-271
432|-49
373|149
-329|809
675|-50
546|-914
143|567
-23|255
-510|560
-752|99
-111|-130
684|706
-336|128
-63|-363
-84|210
725|123
444|-134
-958|-777
368|260
757|-933
-748|-234
-414|710
46|-907
-571|497
-52|-176
594|-917
-629|860
67|116
-924|888
-181|-796
-187|-206
682|-892
-178|13
364|147
-310|-930
238|724
121|-840
389|-189
-787|-133
-561|20
-797|613
-477|-588
-179|525
-964|-144
288|661
-253|-557
618|-309
-640|-592
-348|-889
-783|970
-250|528
-474|560
-983|-641
-214|387
-205|497
-542|695
490|-629
-711|-685
-851|838
744|628
-580|-717
761|9
-177|995
-714|145
499|642
-778|-152
256|-586
-74|-680
-902|669
243|-74
335|118
-701|-888
-1000|-893
-313|-790
68|-657
31|-317
-121|-770
612|428
617|-313
425|-204
423|537
-180|-311
-331|-246
-735|696
-610|283
-480|978
474|361
-385|-39
-148|-356
-423|-803
889|5
-34|519
954|261
978|870
478|677
753|890
331|-684
746|503
-991|-32
63|604
957|186
-202|-494
-212|356
721|-144
780|215
443|-112
-61|984
-978|376
120|-816
893|704
-753|-815
480|396
21|803
-473|-771
591|-269
-348|-476
656|202
-34|-293
-465|940
-190|-835
496|-392
-317|825
-352|-606
-198|129
339|-428
863|-301
-526|990
-210|109
276|-393
-941|418
214|-145
691|-56
-367|-745
-528|288
-684|-621
-329|-933
-92|426
296|853
494|528
-443|-341
-783|-334
-289|604
179|520
786|-231
326|677
66|865
578|-698
-113|768
-820|-695
-950|574
578|-459
-913|-749
-331|643
-275|-500
845|113
99|-597
-614|-262
910|601
-306|121
-616|-582
878|-522
285|422
665|-686
-959|287
664|-873
503|-270
566|857
-627|-592
-155|809
-331|-291
-825|144
88|-147
861|238
168|291
-555|318
-148|-189
524|-478
-674|106
-92|-879
-700|-437
-251|18
597|839
-715|-554
376|856
-884|723
-853|-60
-437|-461
285|-498
247|-679
775|-668
769|-377
-944|531
-969|-816
447|-117
-770|987
-414|567
-771|-530
684|169
545|-611
-606|839
397|-244
-517|685
-917|286
-872|-442
148|-938
822|985
-143|746
-779|-503
59|866
756|50
-699|-946
-637|-325
723|-775
242|-365
-267|469
594|544
81|129
261|568
-214|710
-432|630
-69|752
687|-953
-389|-902
-577|19
803|-811
-290|-871
697|-422
-150|205
-346|-58
-845|248
-89|108
-863|261
60|-761
679|71
-602|-146
-304|-842
998|-551
-494|-241
-712|-534
-544|-150
900|141
89|497
715|270
-740|-463
-959|853
432|446
-892|-659
-722|-421
469|-549
-991|541
804|-51
264|-405
947|33
263|-308
187|-364
-427|-919
463|-18
-906|279
321|-844
-725|580
677|299
324|149
-983|345
243|453
-105|171
-65|147
138|764
-11|-127
-679|-274
-546|986
894|379
-824|627
418|337
576|-422
867|29
-715|456
-274|260
80|-356
3|-836
-773|-664
-328|816
132|725
908|837
-896|893
815|-842
105|-766
889|44
-41|905
474|221
184|77
-321|-768
837|-228
-231|474
-580|-711
111|879
629|238
-194|275
268|-153
238|-26
65|-309
34|201
-306|-776
425|-975
935|823
452|358
-84|-578
-125|-970
-528|217
