5000
393|208
564|87
-439|441
-125|-73
457|761
-939|416
-956|-617
-935|986
-952|-724
729|-70
-483|-536
363|425
-899|-695
22|-462
590|907
312|-743
-983|690
527|-675
189|89
-759|310
-463|704
13|80
200|635
770|526
-195|-798
-41|-82
340|862
-113|-440
804|831
57|311
-342|-585
-259|-756
-51|-132
641|11
84|467
-268|-603
-626|-974
168|477
164|179
-735|-496
-909|-301
744|689
207|941
-894|-622
370|-194
398|114
150|553
798|-125
976|775
270|-380
-356|995
-592|82
538|-87
-906|-976
687|861
-487|-9
-162|62
-313|855
334|496
462|-148
-187|981
632|-36
315|628
827|623
-930|-779
-198|-853
-140|-98
333|-666
-230|344
390|-474
810|-356
391|-368
153|830
225|977
911|-285
-466|312
399|46
-311|-3
-56|-177
30|42
-62|348
978|-732
83|785
324|-902
-990|972
897|-326
-473|136
-595|-886
766|164
-312|475
-438|-220
-402|-983
562|147
76|641
-332|379
-780|-184
912|-172
184|-810
421|745
933|555
-113|-225
-275|-78
81|910
-439|-405
885|-388
-861|210
-998|87
-296|926
-778|757
-909|394
582|539
109|-308
308|834
-42|-227
-910|-545
35|-82
-339|-184
132|515
582|-859
275|157
788|643
796|145
-721|-308
610|737
620|-324
245|834
978|-613
-144|-966
-72|-132
227|-751
-766|-282
-454|-1
791|-942
677|643
685|364
-262|573
-670|538
445|-344
-381|-251
333|-400
115|595
-386|-135
-144|-373
-549|-38
-796|61
-564|629
-18|-218
600|452
-604|197
30|672
972|-357
660|-637
-239|396
772|-924
-407|-897
-922|-260
-656|-971
758|-380
-58|929
859|-599
182|-6
264|865
205|886
251|-728
-502|-926
-754|823
660|788
-885|-60
697|-863
175|830
-40|-133
310|967
-716|760
343|82
77|-998
-84|321
-416|-283
800|459
-3|519
-850|815
-308|-72
-9|-18
431|-401
-970|-973
720|-421
-943|-668
-864|221
-841|-58
478|368
710|873
-36|151
-886|149
-77|784
-205|-205
724|-327
-508|384
-162|-14
628|401
799|-345
27|-561
-368|706
-524|-339
769|-492
-915|822
-690|-169
668|-138
310|-629
114|789
620|-877
-479|556
932|-808
629|24
843|-772
626|-230
-662|428
533|-733
815|-941
-476|8
856|476
-670|870
975|895
900|-394
115|466
-498|-751
984|-674
-510|-240
-460|558
-721|-950
982|-314
-214|347
-897|-981
-594|-455
-67|272
116|-548
-81|-342
-954|568
-801|785
-408|-603
-857|-908
108|717
-478|-910
-521|-677
410|198
-382|801
320|151
-91|243
404|-982
-467|-339
-62|36
356|-582
-845|-48
-824|232
274|635
-687|885
862|705
943|-278
-200|869
151|64
420|-218
529|-654
329|-989
668|-635
913|743
-17|-692
-773|-869
480|-982
539|270
4|-231
-536|995
807|46
-872|745
-911|-162
346|-967
57|-256
359|-414
559|32
-476|-727
-212|845
-7|-732
570|983
-148|303
665|90
740|705
587|816
-893|482
430|-753
948|-34
-991|-470
-435|296
-783|768
417|686
-833|561
446|-159
-590|237
-287|576
116|-525
-134|505
119|793
-649|-810
-518|-195
195|800
637|-628
428|666
-35|381
-344|23
-569|-986
946|479
811|148
-210|849
-246|-511
-872|-117
120|844
827|24
727|39
907|-500
67|3
-538|-552
871|873
741|-166
-829|532
-197|-799
-642|-245
-573|-472
713|-475
77|-15
-887|403
194|-198
297|288
-469|318
456|26
424|974
374|361
134|960
804|-459
-611|494
-946|-749
-893|298
280|376
244|-63
-673|363
844|559
503|-878
-449|-410
-244|81
83|301
764|-290
468|331
-271|-129
-90|202
191|-615
578|587
-540|-234
869|-832
26|405
-942|926
-858|-92
-931|-792
-825|-654
148|-536
393|-328
449|192
-447|145
402|-667
74|-75
82|548
811|414
-897|501
955|-74
-682|619
-508|681
-956|-795
-665|43
573|650
527|-108
-222|-515
685|-678
-738|601
-178|-132
-204|-773
-894|-315
-347|-73
-99|270
168|-827
-778|-951
-9|-462
-776|-99
-200|321
-375|-358
218|-816
343|-810
-41|397
-341|349
-286|194
-363|-546
253|-153
-965|717
-434|-107
426|761
-896|-761
538|187
-353|398
-529|3
256|-489
-121|-726
937|-775
-230|164
-234|850
28|961
-850|-113
-865|20
774|-763
250|-490
575|283
730|659
385|176
931|849
-258|-438
-625|591
248|-449
-505|-353
711|595
-133|-318
249|260
-826|-453
270|-574
344|143
-461|89
-754|-921
-305|-935
197|-12
842|196
-278|-655
625|293
-562|-227
-172|-796
-28|711
480|-739
935|49
524|148
102|597
-911|-180
-26|-657
569|-523
-775|464
642|-669
201|386
712|1000
-664|879
-958|244
-232|796
-692|-424
-787|-45
416|-134
440|190
-101|-594
422|791
859|38
78|-86
223|-985
-252|-47
884|975
-982|291
-105|-240
-118|1000
668|190
42|664
115|-533
870|63
-139|888
-91|-171
-648|-293
-887|820
198|81
151|-934
-782|295
631|-949
639|-271
-573|-817
762|809
-110|-369
740|-705
-11|-775
351|223
110|-762
-75|-932
-150|-854
-175|-678
636|-51
-348|26
851|-559
491|-844
383|635
-428|999
-3|884
705|-72
-897|-359
-569|-179
718|-763
-734|4
-391|670
-146|-464
-310|713
788|502
-742|-909
-155|679
205|555
-823|-251
-415|700
167|954
280|589
-389|-461
-244|-426
135|-300
847|-566
575|-892
758|-859
590|-22
-475|272
-218|692
-544|942
301|262
-514|766
734|-603
-837|-884
424|-702
-580|-739
313|-273
-910|554
-965|-745
919|-894
411|-597
377|-972
-197|625
909|-335
185|260
-822|678
-655|-439
-703|514
-402|-511
-108|-190
885|258
-347|-109
-242|-405
-426|-893
-797|886
914|-558
264|376
279|13
269|911
-457|175
993|-687
-467|884
746|-260
-478|414
792|689
770|-840
495|-932
-622|-438
749|953
-218|904
621|-986
931|949
-863|-351
440|-300
-723|-268
-125|-402
-877|938
562|-961
-253|-604
452|-642
-193|-632
288|664
-66|367
273|707
-88|-723
-821|-229
-329|-742
46|-585
-661|815
-319|818
-254|379
11|-728
756|694
-168|-130
-917|-449
582|-855
-33|952
-106|-15
-825|163
-6|6
152|420
568|115
-465|725
-346|421
610|554
358|-870
671|519
-762|-491
1000|78
-854|-437
551|113
-608|621
-448|-842
140|-147
-382|-74
-250|-274
788|298
132|-392
968|-643
6|732
915|-797
-589|252
635|-397
630|-632
197|139
-81|-21
-453|377
-314|685
679|-271
254|584
-477|437
689|-96
-435|-866
481|-613
34|-89
-189|-43
249|-991
-872|775
-170|877
672|-4
-486|576
-886|938
176|-935
-530|-124
579|-191
210|-920
667|719
310|-262
259|-406
501|-614
-177|403
-66|302
-625|-300
807|-18
766|-129
-736|-334
-526|-389
-861|123
75|-395
278|-910
-829|226
-820|365
32|-386
-284|995
-844|-956
-263|-674
-136|829
-542|494
-724|275
776|603
-75|484
-971|732
785|91
491|873
388|-248
717|-745
859|-514
-49|303
-46|469
661|-199
-421|891
-450|910
856|-796
19|-850
741|170
347|334
427|965
-478|-6
-760|23
168|-557
-304|414
-420|-974
-585|-633
961|639
-403|-525
-424|-206
-318|-254
-554|445
356|755
-228|570
23|84
-592|-516
56|-662
-886|184
-694|-493
567|837
-828|362
-181|-305
-760|728
447|940
-630|418
-114|-33
359|-377
-819|-328
402|176
-88|-332
-264|208
314|-263
702|349
536|386
-229|-492
773|-172
-566|-73
-126|125
519|-80
-186|-656
-40|-843
-601|-104
254|-709
-275|-943
354|90
-858|-70
40|631
-693|702
-722|-888
717|-472
163|-493
832|107
-652|397
207|847
-909|-143
770|-962
-179|545
88|-944
732|247
815|81
492|985
873|-192
500|283
-615|897
-696|30
158|848
-970|130
-829|-655
-783|988
-371|-375
-270|-649
-301|988
-361|190
-302|279
-920|579
-24|906
-285|-585
-830|633
880|-405
743|824
-735|233
-829|-944
828|936
960|329
594|-361
-895|373
919|-195
151|807
360|-750
410|-261
-199|-899
545|419
-942|-971
538|-786
507|19
991|-342
428|8
-420|541
-877|-725
592|367
981|-9
702|-422
-118|116
-516|39
-696|813
734|827
122|538
-880|418
-33|-343
597|146
-686|-129
569|520
-625|296
-378|-870
-608|-365
-816|540
-657|778
-775|266
-192|-197
-703|-849
-895|506
49|52
-705|605
815|547
53|776
303|-11
889|-546
822|59
33|238
-800|538
-671|939
56|258
33|-105
-886|-582
-867|-779
146|-815
647|652
-692|-533
875|85
356|-950
947|933
-75|848
-53|900
-931|-264
792|859
293|-389
-145|857
596|492
807|674
592|790
922|-374
-484|-6
-341|614
469|182
-707|123
316|212
221|-806
573|-439
-556|-43
502|983
832|648
479|-524
338|-304
115|525
-29|-825
-256|497
-333|848
68|-248
939|292
789|842
-712|610
-924|-719
737|770
979|663
-850|864
27|-270
627|179
-309|348
-574|-627
-649|-361
-919|173
-156|421
915|-8
631|186
-986|-8
561|115
419|755
-896|652
208|-681
-220|440
988|20
-663|573
38|-135
495|286
456|417
475|639
426|803
-115|-894
-241|-809
-967|395
-683|-503
-985|-904
899|-611
236|616
-317|-921
-247|8
-144|43
-159|-657
-272|113
217|284
685|870
197|652
871|-115
596|122
96|838
270|-642
358|156
-665|-309
-893|973
415|-235
-920|-871
-397|-682
342|-695
-733|783
-874|-437
944|516
906|-250
115|346
881|524
-28|-790
557|879
-931|-918
-102|-790
471|860
-205|-386
-996|409
-45|-339
-522|-28
-355|667
779|895
-276|-633
-330|-529
279|520
-738|-644
299|-173
-70|390
-371|-1000
-513|-770
-183|407
793|561
-119|-273
-492|100
288|-623
-710|427
22|-166
-615|3
-276|-109
415|404
-197|224
-404|582
388|-957
-639|-240
956|-835
480|-123
-876|-118
-535|999
570|979
172|147
-960|-769
211|-503
524|-407
797|101
389|-960
303|906
-73|-407
172|-452
19|429
203|-909
-701|417
149|-378
-828|524
436|-790
611|-667
273|222
946|435
515|-531
-909|-247
-894|-576
696|-452
53|-243
-869|416
-194|-226
379|-283
-696|-593
208|-25
-755|-307
-903|309
-192|703
351|956
-211|-128
115|626
104|-50
761|-103
447|-114
22|40
-935|123
141|463
-117|-705
-441|-992
467|-86
-99|-891
844|753
-143|519
-364|339
-739|513
-932|-384
-296|738
366|-377
322|-695
387|79
-411|-471
961|-213
642|605
749|133
-557|-101
427|440
-616|27
189|61
339|422
317|-872
-385|-255
589|-394
579|-957
-514|245
-178|955
-828|-345
970|-434
-163|938
18|889
-192|95
295|503
-965|809
840|693
-900|676
102|633
-606|215
-461|-796
-71|-181
45|494
-91|-835
689|-795
75|-116
449|-699
-883|-257
885|384
-975|515
-458|-77
-164|-535
-836|639
354|960
-387|-169
844|-33
2|-534
652|-421
-380|-113
-330|819
856|723
664|99
-233|-512
-821|443
-791|797
-77|-333
265|730
-18|40
832|-435
-178|-238
-771|-770
-479|-314
-211|-466
252|-357
-565|-719
728|696
291|-670
-716|658
-303|589
3|271
347|98
-87|268
363|-848
-877|289
35|-936
173|466
-768|-665
-812|-883
-155|-732
-786|68
957|-403
743|-191
208|64
362|849
890|-539
-895|600
-480|47
201|-905
-45|480
938|119
951|-488
-934|685
-750|769
-450|-840
-774|722
44|951
491|-390
-647|-483
866|-977
-864|-148
705|857
-347|411
-430|-909
-523|-385
-374|-889
-675|49
646|786
-541|560
918|-372
178|-900
958|-653
423|200
-951|-486
217|-362
442|494
-295|-269
-85|140
855|199
-413|330
-935|594
-280|-57
369|-856
698|687
-942|-46
231|-78
999|726
492|-770
436|-367
-259|270
-524|45
829|-774
-400|-408
-948|709
65|45
-497|-916
-933|-68
371|675
-404|157
-314|-29
675|159
-173|-594
-189|982
875|-180
101|425
299|-168
879|-606
-164|171
-951|257
-645|-485
-424|30
295|549
-167|-38
-336|-703
-558|-1000
-21|350
-82|971
-711|874
-22|99
288|-655
-491|-934
-518|-292
-819|-880
-523|642
-643|999
918|-596
674|449
847|-561
-494|-764
551|-502
626|-347
-708|965
-109|-501
868|-390
-157|-19
638|-453
150|177
322|337
616|-147
374|770
-211|892
384|-995
-321|428
-830|894
766|-294
672|-726
-820|-116
-541|486
-397|-438
361|-930
431|950
172|310
-404|-104
-364|283
3|974
-228|-750
-271|196
934|110
24|43
342|-773
-196|-197
855|-147
514|535
48|-692
757|-652
367|469
860|433
430|-8
-231|-611
842|387
234|494
983|-121
752|-627
322|-208
138|-978
498|-484
-36|172
-733|-229
555|287
949|-56
-238|-346
964|-569
-263|535
679|-218
-277|970
-378|53
923|978
-389|-154
-976|695
-736|-72
-756|492
608|-37
-182|-945
834|101
738|619
182|613
-710|615
105|-61
16|-924
-529|-578
960|34
-906|392
-901|305
-674|215
906|-642
-365|-313
-974|-734
-532|501
-437|86
863|-148
-34|637
-713|-934
-749|57
329|830
399|-192
-370|599
-876|717
565|-60
98|-116
863|671
894|56
422|52
974|391
604|667
582|745
-938|460
148|-342
-932|-918
638|-767
-847|-377
-377|-18
-335|449
-515|-610
-628|648
716|-708
2|617
-113|-481
-410|-730
-780|-721
25|-975
369|507
-439|-554
-135|873
-835|177
-36|-839
-246|-811
-832|-593
-621|535
-107|-245
655|-350
984|1000
413|980
-856|368
-318|9
-209|546
-73|-962
36|366
-206|606
-635|-745
741|-68
-439|79
373|-350
-502|-365
624|-165
-835|450
-513|-969
-523|-42
232|-826
-51|431
344|735
-424|927
445|443
686|922
-538|638
-391|-224
-245|930
674|-968
-954|-451
-701|49
885|230
-566|-665
-581|-954
-556|-180
646|-91
-182|-151
-914|-159
-158|694
719|599
-186|-390
-416|259
310|-492
654|910
2|-333
-850|-858
-645|-328
399|-388
-902|152
502|-477
-437|-638
933|-202
132|-1000
670|390
988|-526
946|-181
165|82
-5|-478
114|928
-508|227
855|737
-207|748
-202|126
804|171
-511|268
818|440
842|-613
-377|-545
518|140
469|303
308|613
607|-576
-453|114
-848|-636
89|-470
618|600
-553|-711
-642|-31
931|93
-547|247
601|-469
951|664
503|172
149|-31
-586|-988
-519|376
443|-605
99|751
-862|438
682|-976
-28|449
-474|-490
-483|459
-996|166
-79|-791
888|-63
546|-717
-492|844
-886|140
913|600
-884|-365
-882|-205
282|640
286|-105
-431|639
-212|484
-46|577
203|571
-253|756
-470|691
-862|135
214|-420
-168|276
68|-740
892|-730
-318|828
42|85
632|-451
-513|299
156|-711
845|705
914|340
-924|-148
810|596
-822|-210
754|344
-996|-421
589|-284
879|285
913|648
28|235
115|845
297|-53
